timestamp,source,title,summary,url,vader_compound,sentiment
2026-05-06 22:32:22,yahoo_finance,"Nutrien posts higher profit as prices rise, flags tight nitrogen supply",,https://finance.yahoo.com/markets/commodities/articles/nutrien-posts-higher-profit-prices-223222590.html,0.4404,positive
2026-05-06 21:43:00,yahoo_finance,Auto & Transport Roundup: Market Talk,,https://www.wsj.com/business/auto-transport-roundup-market-talk-cd853073?siteid=yhoof2&yptr=yahoo,0.0,neutral
2026-05-05 23:11:28,yahoo_finance,"Stock market today: Dow jumps 600 points, S&P 500 and Nasdaq hit records as AI trade fuels rally",,https://finance.yahoo.com/markets/stocks/live/stock-market-today-dow-jumps-600-points-sp-500-and-nasdaq-hit-records-as-ai-trade-fuels-rally-231128214.html,0.0,neutral
2023-12-15 22:20:09,yahoo_finance,Should I open a savings account? Why now is a good time.,,https://finance.yahoo.com/personal-finance/banking/article/should-i-open-savings-account-now-163411667.html,0.4404,positive
2026-05-06 11:21:12,yahoo_finance,"Bitcoin and ethereum prices today, Wednesday, May 6, 2026: Prices up; bitcoin at highest level since January",,https://finance.yahoo.com/personal-finance/investing/article/bitcoin-and-ethereum-prices-today-wednesday-may-6-2026-prices-up-bitcoin-at-highest-level-since-january-112112979.html,0.0,neutral
2026-05-06 10:44:04,yahoo_finance,"Gold and silver prices today, Wednesday, May 6: Gold and silver prices up significantly this morning",,https://finance.yahoo.com/personal-finance/investing/article/gold-and-silver-prices-today-wednesday-may-6-gold-and-silver-prices-up-significantly-this-morning-104404711.html,0.0,neutral
2026-05-06 21:43:24,yahoo_finance,Snap says its $400M deal with Perplexity ‘amicably ended’,,https://finance.yahoo.com/sectors/technology/articles/snap-says-400m-deal-perplexity-214324275.html,0.0,neutral
2026-05-06 10:00:00,yahoo_finance,"Best high-yield savings interest rates today, May 6, 2026 (Earn up to 4.1% APY)",,https://finance.yahoo.com/personal-finance/banking/article/best-high-yield-savings-interest-rates-today-tuesday-may-6-2026-100000399.html,0.802,positive
2026-05-06 10:00:00,yahoo_finance,"Mortgage and refinance interest rates today, May 6, 2026: Rates continue to rise this week",,https://finance.yahoo.com/personal-finance/mortgages/article/mortgage-refinance-interest-rates-today-wednesday-may-6-2026-100000366.html,0.4588,positive
2026-05-06 10:00:00,yahoo_finance,"Best money market account rates today, May 6, 2026 (secure up to 4.01% APY)",,https://finance.yahoo.com/personal-finance/banking/article/best-money-market-account-rates-today-wednesday-may-6-2026-100000040.html,0.765,positive
2026-05-06 10:00:00,yahoo_finance,"HELOC and home equity loan rates today, May 6, 2026: How do you know what a good rate looks like?",,https://finance.yahoo.com/personal-finance/mortgages/article/heloc-home-equity-loan-interest-rates-today-wednesday-may-6-2026-100000993.html,0.6597,positive
2026-05-06 21:44:00,yahoo_finance,Basic Materials Roundup: Market Talk,,https://www.wsj.com/business/basic-materials-roundup-market-talk-4819ce73?siteid=yhoof2&yptr=yahoo,0.0,neutral
2026-05-07 10:00:00,yahoo_finance,"Best money market account rates today, May 7, 2026 (earn up to 4.01% APY)",,https://finance.yahoo.com/personal-finance/banking/article/money-market-account-rates-today-thursday-may-7-2026-100000969.html,0.6369,positive
2026-05-07 10:00:00,yahoo_finance,"Best high-yield savings interest rates today, May 7, 2026 (top account pays 4.1% APY)",,https://finance.yahoo.com/personal-finance/banking/article/best-high-yield-savings-interest-rates-today-thursday-may-7-2026-100000483.html,0.8402,positive
2026-05-07 10:00:00,yahoo_finance,"Best CD rates today, May 7, 2026 (lock in up to 4% APY)",,https://finance.yahoo.com/personal-finance/banking/article/best-cd-rates-today-thursday-may-7-2026-100000528.html,0.6369,positive
2026-05-07 10:56:04,yahoo_finance,"Gold and silver prices today, Thursday, May 7: Gold and silver open at highest values in over a week",,https://finance.yahoo.com/personal-finance/investing/article/gold-and-silver-prices-today-thursday-may-7-gold-and-silver-open-at-highest-values-in-over-a-week-105604603.html,0.4019,positive
2026-05-08 00:56:49,cnbc,"Iran focus at Trump-Xi summit may delay progress on tariffs, rare earths","Thanks to the Iran war, big issues for U.S. businesses like rare earths and supply chains may take a back seat on the agenda for the Trump-Xi summit.",https://www.cnbc.com/2026/05/08/iran-focus-at-trump-xi-summit-may-delay-progress-on-tariffs-rare-earths.html,0.128,positive
2026-05-07 22:31:34,cnbc,"Stocks making the biggest moves after hours: Akamai Technologies, CoreWeave, Expedia, Lyft and more",See which stocks are posting big moves after the bell.,https://www.cnbc.com/2026/05/07/stocks-making-the-biggest-moves-after-hours-expe-lyft-txrh-akam.html,0.0,neutral
2026-05-07 16:48:36,cnbc,Kalshi traders see odds rising that a U.S.-Iran nuclear deal will be reached by 2027,It comes after Axios reported on Wednesday that the two countries were nearing a one-page memo to end their war.,https://www.cnbc.com/2026/05/07/kalshi-traders-see-odds-rising-that-a-us-iran-nuclear-deal-will-be-reached-by-2027.html,0.1027,positive
2026-05-07 17:32:57,cnbc,"Stocks making the biggest moves midday: Planet Fitness, Whirlpool, Vital Farms, Shake Shack & more",These are the stocks posting the largest moves midday.,https://www.cnbc.com/2026/05/07/stocks-making-the-biggest-moves-midday-plnt-whr-vitl-shak.html,0.3818,positive
2026-05-07 16:55:23,cnbc,Ryan Cohen's mysterious bank letter backing GameStop's eBay bid reveals a big issue with deal,"The combined company would need to maintain an investment-grade credit profile, GameStop's mysterious financing letter said.",https://www.cnbc.com/2026/05/07/ryan-cohens-mysterious-bank-letter-backing-his-ebay-bid-reveals-a-big-issue.html,0.0258,neutral
2026-05-07 21:35:53,cnbc,Whirlpool says Iran war causing 'recession-level industry decline.' The shares are down 12%,"""War in Iran resulted in recession-level industry decline in the U.S. as consumer confidence collapsed in late February and March,"" the company said.",https://www.cnbc.com/2026/05/07/whirlpool-says-iran-war-causing-recession-level-industry-decline-the-shares-are-down-20percent.html,-0.4019,negative
2026-05-07 12:19:54,cnbc,"Stocks making the biggest moves premarket: Whirlpool, Shake Shack, McDonald's, Arm Holdings & more",These are the stocks posting the largest moves in the premarket.,https://www.cnbc.com/2026/05/07/stocks-making-the-biggest-moves-premarket-whr-shak-mcd-arm-dash.html,-0.1779,negative
2026-05-07 05:47:25,cnbc,Asian Development Bank's $70 billion energy and digital infra push puts Southeast Asia center stage,Southeast Asia to benefit significantly from Asian Development Bank's $70 billion new energy and digital infrastructure plan in Asia and the Pacific by 2035.,https://www.cnbc.com/2026/05/07/adb-70-billion-plan-southeast-asia-digital-infrastructure-power.html,0.2732,positive
2026-05-06 22:53:48,cnbc,"Stocks making the biggest moves after hours: DoorDash, Zillow Group, ARM Holdings, Fortinet and more",See which stocks are posting big moves after the bell.,https://www.cnbc.com/2026/05/06/stocks-making-the-biggest-moves-after-hours-dash-z-arm-ftnt.html,0.0,neutral
2026-05-06 17:48:21,cnbc,Goodbye quarterly earnings? Here's when traders believe this big change will happen,Traders are evenly divided as to whether the change will happen by Jan. 1. That would be an unusually fast timeline for the commission.,https://www.cnbc.com/2026/05/06/kalshi-traders-confident-sec-will-end-mandatory-quarterly-earnings-reports.html,0.0,neutral
2026-05-06 20:33:58,cnbc,"Apollo CEO Rowan warns of market correction, slams 'egregious' practices at rival insurers","Apollo CEO Marc Rowan warned that markets face an elevated risk of unexpected shocks, saying he is positioning the firm defensively for an expected correction.",https://www.cnbc.com/2026/05/06/apollo-ceo-rowan-market-correction-rival-insurers.html,-0.1027,negative
2026-05-06 20:04:33,cnbc,Uber and Disney are seeing the same remarkable dynamic in this economy. Both stocks are surging,"Uber and Disney pointed to a resilient spending backdrop, with consumers continuing to shell out for rides, food delivery, vacations and theme park trips.",https://www.cnbc.com/2026/05/06/uber-and-disney-are-seeing-the-same-remarkable-dynamic-in-this-economy-both-stocks-are-surging.html,0.7351,positive
2026-05-06 13:35:42,cnbc,"Stocks making the biggest moves premarket: AMD, Disney, Uber, Corning, Super Micro Computer & more",These are the stocks posting the largest moves premarket.,https://www.cnbc.com/2026/05/06/stocks-making-the-biggest-moves-premarket-amd-dis-uber-anet-smci.html,0.6344,positive
2026-05-05 21:19:55,cnbc,"Stocks making the biggest moves after hours: Advanced Micro Devices, Super Micro Computer, Arista Networks & more",See which stocks are posting big moves after the bell.,https://www.cnbc.com/2026/05/05/stocks-making-the-biggest-moves-after-hours-amd-smci-anet.html,0.7096,positive
2026-05-05 18:55:16,cnbc,Intel and Micron are poised to break major milestones,Options traders can't get enough of semiconductor stocks.,https://www.cnbc.com/2026/05/05/intel-and-micron-are-poised-to-break-major-milestones.html,0.25,positive
2026-05-05 19:36:16,cnbc,Anthropic CEO warns of cyber ‘moment of danger’ as AI exposes thousands of vulnerabilities,"Anthropic CEO Dario Amodei warned AI has created a narrow window for software firms, governments and banks to fix tens of thousands of vulnerabilities.",https://www.cnbc.com/2026/05/05/anthropic-ceo-cyber-moment-of-danger-mythos-vulnerabilities.html,-0.3612,negative
2026-05-05 18:05:44,cnbc,SEC advances Trump-backed proposal to end mandatory quarterly earnings reports,"The SEC formally proposed a rule change that would allow companies to file semiannual reports on a new form, 10-S, in place of the traditional quarterly10-Qs",https://www.cnbc.com/2026/05/05/sec-is-close-to-ending-mandatory-quarterly-earnings-reports-that-trump-called-for.html,0.0772,positive
2026-05-05 16:26:27,cnbc,"After Coinbase, prediction market traders forecast more tech layoffs ahead","Traders on prediction market platforms give a high probability to layoffs in the tech sector reaching more than 447,000 jobs in 2026.",https://www.cnbc.com/2026/05/05/after-coinbase-prediction-markets-traders-see-more-tech-layoffs.html,0.0,neutral
2026-05-05 13:44:33,cnbc,Michael Burry sells GameStop after Ryan Cohen's hefty eBay bid: 'Never confuse debt for creativity',"The ""Big Short"" investor said the proposed deal's enormous leverage shattered the investment case he had been building.",https://www.cnbc.com/2026/05/05/burry-sells-gamestop-after-cohens-ebay-bid-never-confuse-debt-for-creativity.html,0.6571,positive
2026-05-05 13:15:26,cnbc,"Stocks making the biggest moves premarket: Palantir Technologies, PayPal, Intel, Anheuser-Busch InBev & more",These are the stocks posting the largest moves in early trading.,https://www.cnbc.com/2026/05/05/stocks-making-the-biggest-moves-premarket-pltr-pypl-intc-bud.html,0.0,neutral
2026-05-05 11:00:01,cnbc,Milken-adjacent Power100 attendees aim to reclaim the DEI in finance narrative,Blueprint Capital's Power100 weekend convenes diverse leaders in finance ahead of the Milken Institute Global Conference.,https://www.cnbc.com/2026/05/05/dei-diversity-milken-blueprint-capital-power100.html,0.0,neutral
2026-05-05 09:19:40,cnbc,UniCredit CEO says taking control of Commerzbank ‘not the expected scenario’,"The Italian lender is making a takeover bid for German rival Commerzbank, despite pushback in Germany.",https://www.cnbc.com/2026/05/05/unicredit-takeover-commerzbank-ceo-control-scenario.html,0.0,neutral
2026-05-05 08:38:15,cnbc,HSBC shares drop as first-quarter pre-tax profit misses estimates on higher expected credit losses,"Europe's largest lender HSBC on Tuesday reported first-quarter pre-tax profit of $9.4 billion, marginally missing analysts' estimates.",https://www.cnbc.com/2026/05/05/hsbc-q1-earnings-banking-finance.html,0.25,positive
2026-05-04 23:23:41,cnbc,"Stocks making the biggest moves after hours: Palantir, Pinterest, Duolingo, Paramount Skydance & more",See which stocks are posting big moves after the bell.,https://www.cnbc.com/2026/05/04/stocks-making-the-biggest-moves-after-hours-pltr-pins-duol-psky.html,0.0,neutral
2026-05-04 19:30:48,cnbc,Traders are doubtful Cohen's GameStop can pull off monster eBay acquisition,"Traders on Kalshi and Polymarket give the company just a 25% and 15% chance, respectively, of successfully buying the online marketplace.",https://www.cnbc.com/2026/05/04/traders-are-doubtful-cohens-gamestop-can-pull-off-monster-ebay-acquisition.html,-0.34,negative
2026-05-04 18:48:20,cnbc,Kalshi traders see April jobs report coming in better than economists' estimates,"The figure is higher than consensus estimates for 57,000 jobs gained in April, according to analysts polled by FactSet.",https://www.cnbc.com/2026/05/04/kalshi-traders-see-april-jobs-report-coming-in-better-than-economists-estimates.html,0.4404,positive
2026-05-05 14:17:28,cnbc,"Traffic in the Strait of Hormuz won’t return to normal until August or later, according to Kalshi traders","With a lack of a breakthrough in negotiations between the U.S. and Iran, traders increasingly see traffic returning to normal later and later.",https://www.cnbc.com/2026/05/04/strait-of-hormuz-traffic-disrupted-until-september-kalshi-traders-say.html,0.0,neutral
2026-05-04 18:55:20,cnbc,"Anthropic teams with Goldman, Blackstone and others on $1.5 billion AI venture targeting PE-owned firms",The move marks Anthropic's latest effort to deepen its lead in the market for enterprise AI as competition intensifies with rivals including OpenAI,https://www.cnbc.com/2026/05/04/anthropic-goldman-blackstone-ai-venture.html,0.0,neutral
2026-05-04 16:05:26,cnbc,"Stocks making the biggest moves midday: Berkshire, AMD, Circle, FedEx, UPS & more",These are some of the stocks posting the largest moves in midday trading.,https://www.cnbc.com/2026/05/04/stocks-making-the-biggest-moves-midday-brka-brkb-amd-crcl-fdx-ups.html,0.0,neutral
2026-05-04 20:03:39,cnbc,"Berkshire shares trade lower even after Abel scores good marks at meeting, earnings jump",Many in the investment community were reassured by Abel's firm grasp over Berkshire's sprawling enterprise.,https://www.cnbc.com/2026/05/04/berkshire-shares-trade-higher-as-buffett-successor-abel-scores-good-marks-at-meeting-earnings-jump.html,0.4404,positive
2025-06-11 07:09:00,marketwatch,Elon Musk in a post on X says some of his Trump posts ‘went too far’ and that he regrets them,,https://www.marketwatch.com/story/elon-musk-in-a-post-on-x-says-some-of-his-trump-posts-went-too-far-and-that-he-regrets-them-90e73a6a?mod=mw_rss_realtimeheadlines,-0.3612,negative
2025-05-06 11:59:00,marketwatch,"Bank of England decision on Thursday will be at 12:02 p.m. local time instead of 12 p.m., due to VE Day’s two minutes of silence",,https://www.marketwatch.com/story/bank-of-england-decision-on-thursday-will-be-at-12-02-p-m-local-time-instead-of-12-p-m-due-to-ve-day-two-minutes-of-silence-1f6bed66?mod=mw_rss_realtimeheadlines,0.0,neutral
2024-12-12 08:32:00,marketwatch,Swiss National Bank cuts interest rates by a half point to 0.5%,,https://www.marketwatch.com/story/swiss-national-bank-cuts-interest-rates-by-a-half-point-to-0-5-ed1fce78?mod=mw_rss_realtimeheadlines,0.2023,positive
2024-12-12 08:32:00,marketwatch,Dollar jumps 0.5% to 0.8890 francs,,https://www.marketwatch.com/story/dollar-jumps-0-5-to-0-8890-francs-047c6b4d?mod=mw_rss_realtimeheadlines,0.0,neutral
2024-11-22 08:34:00,marketwatch,Germany flash manufacturing PMI rises to 4-month high of 43.2,,https://www.marketwatch.com/story/germany-flash-manufacturing-pmi-rises-to-4-month-high-of-43-2-b9e50a64?mod=mw_rss_realtimeheadlines,0.0,neutral
2024-11-22 08:34:00,marketwatch,Germany flash services PMI falls to 9-month low of 49.4,,https://www.marketwatch.com/story/germany-flash-services-pmi-falls-to-9-month-low-of-49-4-5e5d2763?mod=mw_rss_realtimeheadlines,-0.2732,negative
2024-07-31 18:48:00,marketwatch,Powell says labor market not a source of significant inflation pressure,,https://www.marketwatch.com/story/powell-says-labor-market-not-a-source-of-significant-inflation-pressure-cc3b1297?mod=mw_rss_realtimeheadlines,-0.1027,negative
2024-07-31 18:41:00,marketwatch,Fed’s Powell says rate cut ‘on the table’ as soon as September,,https://www.marketwatch.com/story/feds-powell-says-rate-cut-on-the-table-as-soon-as-september-f3f7c8f2?mod=mw_rss_realtimeheadlines,-0.2732,negative
2024-03-01 14:47:00,marketwatch,Final S&P U.S. manufacturing index is 52.2 in February vs. initial 51.5,,https://www.marketwatch.com/story/final-s-p-u-s-manufacturing-index-is-52-2-in-february-vs-initial-51-5-180b7107?mod=mw_rss_realtimeheadlines,0.0,neutral
2024-02-27 12:40:00,marketwatch,Duolingo started at buy with $222 price target at Seaport,,https://www.marketwatch.com/story/duolingo-started-at-buy-with-222-price-target-at-seaport-f762126a?mod=mw_rss_realtimeheadlines,0.0,neutral
